Id,Category
2997,1
2998,4
2999,1
3000,1
3001,4
3002,4
3003,1
3004,4
3005,6
3006,7
3007,7
3008,6
3009,7
3010,0
3011,7
3012,4
3013,4
3014,2
3015,5
3016,7
3017,7
3018,4
3019,0
3020,1
3021,0
3022,1
3023,4
3024,1
3025,7
3026,4
3027,1
3028,1
3029,4
3030,7
3031,4
3032,1
3033,7
3034,4
3035,7
3036,1
3037,4
3038,1
3039,1
3040,5
3041,6
3042,0
3043,1
3044,4
3045,7
3046,1
3047,1
3048,1
3049,6
3050,5
3051,6
3052,7
3053,4
3054,4
3055,1
3056,1
3057,1
3058,0
3059,6
3060,1
3061,5
3062,7
3063,1
3064,4
3065,0
3066,1
3067,6
3068,1
3069,0
3070,1
3071,0
3072,1
3073,4
3074,1
3075,0
3076,7
3077,1
3078,4
3079,4
3080,0
3081,7
3082,1
3083,1
3084,1
3085,7
3086,1
3087,1
3088,1
3089,7
3090,7
3091,1
3092,6
3093,7
3094,1
3095,1
3096,1
3097,1
3098,1
3099,1
3100,4
3101,7
3102,4
3103,1
3104,6
3105,1
3106,6
3107,4
3108,7
3109,6
3110,1
3111,5
3112,0
3113,1
3114,1
3115,1
3116,0
3117,4
3118,6
3119,1
3120,0
3121,0
3122,7
3123,1
3124,1
3125,4
3126,4
3127,1
3128,5
3129,0
3130,4
3131,0
3132,1
3133,6
3134,1
3135,1
3136,7
3137,1
3138,1
3139,9
3140,1
3141,4
3142,7
3143,4
3144,0
3145,5
3146,5
3147,6
3148,6
3149,1
3150,1
3151,5
3152,1
3153,1
3154,1
3155,5
3156,1
3157,7
3158,7
3159,5
3160,6
3161,4
3162,1
3163,5
3164,4
3165,1
3166,7
3167,2
3168,7
3169,1
3170,1
3171,7
3172,1
3173,2
3174,7
3175,1
3176,1
3177,4
3178,4
3179,7
3180,4
3181,7
3182,6
3183,7
3184,1
3185,7
3186,7
3187,1
3188,7
3189,7
3190,4
3191,7
3192,7
3193,1
3194,6
3195,1
3196,1
3197,1
3198,7
3199,6
3200,7
3201,5
3202,7
3203,0
3204,6
3205,1
3206,4
3207,1
3208,4
3209,6
3210,6
3211,0
3212,7
3213,4
3214,1
3215,4
3216,4
3217,1
3218,1
3219,0
3220,1
3221,1
3222,6
3223,4
3224,2
3225,1
3226,7
3227,1
3228,1
3229,1
3230,1
3231,1
3232,1
3233,1
3234,7
3235,1
3236,1
3237,1
3238,1
3239,1
3240,4
3241,6
3242,0
3243,6
3244,5
3245,6
3246,1
3247,5
3248,1
3249,7
3250,1
3251,6
3252,2
3253,4
3254,1
3255,5
3256,1
3257,7
3258,0
3259,6
3260,1
3261,6
3262,1
3263,7
3264,1
3265,6
3266,4
3267,1
3268,1
3269,1
3270,2
3271,1
3272,1
3273,7
3274,5
3275,7
3276,0
3277,1
3278,1
3279,1
3280,7
3281,1
3282,7
3283,7
3284,1
3285,1
3286,5
3287,0
3288,1
3289,1
3290,6
3291,4
3292,1
3293,5
3294,7
3295,1
3296,1
3297,0
3298,1
3299,1
3300,4
3301,1
3302,1
3303,4
3304,1
3305,4
3306,1
3307,5
3308,4
3309,1
3310,1
3311,5
3312,6
3313,1
3314,4
3315,4
3316,6
3317,7
3318,1
3319,1
3320,0
3321,4
3322,1
3323,7
3324,7
3325,7
3326,1
3327,4
3328,6
3329,1
3330,6
3331,1
3332,1
3333,1
3334,6
3335,7
3336,1
3337,1
3338,1
3339,1
3340,1
3341,4
3342,4
3343,0
3344,5
3345,7
3346,9
3347,7
3348,7
3349,4
3350,7
3351,1
3352,7
3353,7
3354,4
3355,1
3356,4
3357,1
3358,7
3359,1
3360,0
3361,2
3362,6
3363,3
3364,7
3365,6
3366,7
3367,1
3368,7
3369,1
3370,5
3371,1
3372,4
3373,6
3374,1
3375,5
3376,6
3377,1
3378,1
3379,4
3380,7
3381,7
3382,7
3383,0
3384,1
3385,0
3386,1
3387,1
3388,7
3389,1
3390,5
3391,1
3392,5
3393,1
3394,1
3395,1
3396,7
3397,1
3398,0
3399,6
3400,0
3401,1
3402,1
3403,6
3404,1
3405,4
3406,1
3407,7
3408,4
3409,5
3410,1
3411,7
3412,4
3413,4
3414,5
3415,7
3416,1
3417,6
3418,0
3419,1
3420,7
3421,7
3422,7
3423,1
3424,1
3425,7
3426,1
3427,6
3428,6
3429,1
3430,7
3431,1
3432,7
3433,1
3434,1
3435,1
3436,5
3437,1
3438,1
3439,7
3440,1
3441,1
3442,1
3443,1
3444,7
3445,4
3446,1
3447,5
3448,7
3449,1
3450,4
3451,2
3452,1
3453,1
3454,1
3455,1
3456,6
3457,1
3458,2
3459,1
3460,4
3461,4
3462,2
3463,1
3464,1
3465,1
3466,0
3467,5
3468,1
3469,1
3470,4
3471,1
3472,4
3473,6
3474,1
3475,1
3476,7
3477,1
3478,4
3479,0
3480,1
3481,1
3482,1
3483,5
3484,1
3485,6
3486,1
3487,7
3488,1
3489,1
3490,2
3491,7
3492,1
3493,6
3494,4
3495,1
3496,4
3497,7
3498,1
3499,6
3500,1
3501,1
3502,7
3503,1
3504,6
3505,1
3506,4
3507,1
3508,7
3509,0
3510,6
3511,1
3512,1
3513,1
3514,4
3515,4
3516,5
3517,4
3518,1
3519,2
3520,1
3521,5
3522,1
3523,1
3524,1
3525,7
3526,4
3527,7
3528,1
3529,4
3530,6
3531,0
3532,1
3533,0
3534,4
3535,1
3536,0
3537,4
3538,1
3539,1
3540,7
3541,7
3542,1
3543,4
3544,1
3545,5
3546,7
3547,7
3548,7
3549,6
3550,5
3551,4
3552,4
3553,1
3554,4
3555,6
3556,1
3557,1
3558,1
3559,7
3560,7
3561,1
3562,2
3563,7
3564,1
3565,4
3566,1
3567,7
3568,7
3569,4
3570,7
3571,6
3572,1
3573,4
3574,1
3575,4
3576,4
3577,1
3578,0
3579,0
3580,6
3581,1
3582,1
3583,6
3584,1
3585,7
3586,7
3587,0
3588,7
3589,6
3590,5
3591,5
3592,0
3593,1
3594,5
3595,1
3596,5
3597,1
3598,4
3599,6
3600,5
3601,7
3602,1
3603,7
3604,1
3605,7
3606,0
3607,1
3608,1
3609,1
3610,1
3611,1
3612,5
3613,1
3614,6
3615,7
3616,1
3617,1
3618,0
3619,1
3620,7
3621,1
3622,7
3623,1
3624,1
3625,1
3626,4
3627,1
3628,4
3629,1
3630,1
3631,1
3632,1
3633,7
3634,1
3635,1
3636,4
3637,4
3638,7
3639,7
3640,6
3641,7
3642,1
3643,4
3644,4
3645,3
3646,1
3647,7
3648,5
3649,1
3650,1
3651,1
3652,4
3653,0
3654,1
3655,5
3656,5
3657,7
3658,1
3659,7
3660,1
3661,0
3662,1
3663,5
3664,1
3665,5
3666,1
3667,0
3668,5
3669,4
3670,4
3671,1
3672,1
3673,4
3674,7
3675,1
3676,7
3677,1
3678,1
3679,0
3680,7
3681,1
3682,2
3683,4
3684,0
3685,1
3686,5
3687,4
3688,7
3689,4
3690,1
3691,1
3692,1
3693,0
3694,4
3695,1
3696,0
3697,5
3698,0
3699,6
3700,6
3701,7
3702,7
3703,7
3704,1
3705,6
3706,4
3707,5
3708,6
3709,7
3710,1
3711,1
3712,5
3713,0
3714,7
3715,7
3716,0
3717,7
3718,4
3719,7
3720,1
3721,1
3722,7
3723,1
3724,1
3725,7
3726,0
3727,4
3728,7
3729,5
3730,4
3731,4
3732,5
3733,1
3734,1
3735,4
3736,4
3737,6
3738,4
3739,4
3740,1
3741,7
3742,6
3743,4
3744,1
3745,0
3746,1
3747,1
3748,1
3749,7
3750,7
3751,1
3752,4
3753,1
3754,1
3755,1
3756,0
3757,5
3758,1
3759,1
3760,1
3761,1
3762,1
3763,6
3764,1
3765,1
3766,1
3767,1
3768,5
3769,7
3770,1
3771,7
3772,4
3773,1
3774,7
3775,0
3776,7
3777,7
3778,1
3779,4
3780,1
3781,1
3782,1
3783,1
3784,6
3785,1
3786,7
3787,7
3788,1
3789,1
3790,1
3791,1
3792,5
3793,4
3794,1
3795,6
3796,4
3797,1
3798,1
3799,7
3800,1
3801,5
3802,1
3803,5
3804,7
3805,1
3806,1
3807,5
3808,1
3809,5
3810,7
3811,7
3812,1
3813,6
3814,1
3815,0
3816,5
3817,3
3818,4
3819,5
3820,1
3821,6
3822,1
3823,1
3824,1
3825,1
3826,6
3827,1
3828,1
3829,7
3830,1
3831,1
3832,1
3833,2
3834,5
3835,6
3836,1
3837,4
3838,4
3839,7
3840,4
3841,1
3842,1
3843,1
3844,5
3845,4
3846,7
3847,2
3848,7
3849,4
3850,1
3851,6
3852,1
3853,5
3854,7
3855,5
3856,4
3857,1
3858,1
3859,1
3860,7
3861,7
3862,1
3863,1
3864,1
3865,1
3866,7
3867,7
3868,6
3869,1
3870,7
3871,0
3872,1
3873,5
3874,1
3875,4
3876,2
3877,1
3878,1
3879,0
3880,0
3881,1
3882,1
3883,7
3884,1
3885,6
3886,4
3887,1
3888,1
3889,0
3890,6
3891,1
3892,7
3893,1
3894,1
3895,1
3896,1
3897,6
3898,4
3899,7
3900,5
3901,7
3902,7
3903,6
3904,0
3905,0
3906,1
3907,6
3908,1
3909,5
3910,2
3911,1
3912,1
3913,4
3914,1
3915,0
3916,1
3917,6
3918,5
3919,1
3920,0
3921,5
3922,1
3923,0
3924,7
3925,1
3926,4
3927,4
3928,0
3929,1
3930,7
3931,1
3932,1
3933,1
3934,1
3935,4
3936,1
3937,1
3938,1
3939,1
3940,5
3941,4
3942,0
3943,7
3944,1
3945,5
3946,6
3947,7
3948,4
3949,4
3950,7
3951,1
3952,7
3953,4
3954,4
3955,1
3956,4
3957,6
3958,1
3959,4
3960,1
3961,6
3962,1
3963,1
3964,7
3965,1
3966,4
3967,6
3968,6
3969,4
3970,0
3971,4
3972,1
3973,1
3974,7
3975,1
3976,6
3977,1
3978,4
3979,1
3980,6
3981,6
3982,1
3983,2
3984,1
3985,7
3986,1
3987,7
3988,1
3989,1
3990,1
3991,4
3992,1
3993,1
3994,0
3995,6
3996,1
3997,4
3998,6
3999,7
4000,6
4001,7
4002,1
4003,4
4004,0
4005,1
4006,4
4007,7
4008,4
4009,6
4010,1
4011,1
4012,7
4013,2
4014,6
4015,6
4016,7
4017,5
4018,7
4019,1
4020,1
4021,0
4022,1
4023,1
4024,0
4025,1
4026,0
4027,4
4028,6
4029,1
4030,1
4031,1
4032,1
4033,1
4034,1
4035,1
4036,4
4037,4
4038,1
4039,4
4040,2
4041,1
4042,1
4043,5
4044,0
4045,1
4046,4
4047,1
4048,7
4049,4
4050,1
4051,5
4052,1
4053,5
4054,4
4055,5
4056,7
4057,4
4058,6
4059,1
4060,0
4061,4
4062,1
4063,1
4064,5
4065,6
4066,2
4067,1
4068,1
4069,7
4070,1
4071,1
4072,1
4073,5
4074,1
4075,6
4076,0
4077,0
4078,4
4079,7
4080,1
4081,1
4082,0
4083,1
4084,1
4085,4
4086,2
4087,5
4088,5
4089,1
4090,5
4091,1
4092,4
4093,4
4094,7
4095,1
4096,7
4097,7
4098,4
4099,7
4100,7
4101,1
4102,5
4103,4
4104,1
4105,1
4106,5
4107,6
4108,7
4109,6
4110,1
4111,1
4112,1
4113,4
4114,1
4115,1
4116,1
4117,1
4118,1
4119,1
4120,4
4121,0
4122,4
4123,4
4124,1
4125,6
4126,6
4127,5
4128,4
4129,1
4130,0
4131,1
4132,4
4133,1
4134,1
4135,7
4136,2
4137,1
4138,4
4139,1
4140,0
4141,1
4142,6
4143,4
4144,7
4145,1
4146,1
4147,4
4148,1
4149,4
4150,4
4151,1
4152,7
4153,4
4154,1
4155,0
4156,7
4157,6
4158,4
4159,4
4160,0
4161,7
4162,7
4163,4
4164,1
4165,4
4166,7
4167,6
4168,0
4169,0
4170,0
4171,1
4172,1
4173,4
4174,1
4175,7
4176,4
4177,1
4178,7
4179,1
4180,6
4181,4
4182,1
4183,4
4184,5
4185,1
4186,0
4187,0
4188,1
4189,1
4190,7
4191,4
4192,7
4193,5
4194,1
4195,5
4196,0
4197,5
4198,4
4199,1
4200,1
4201,1
4202,1
4203,1
4204,7
4205,1
4206,0
4207,7
4208,1
4209,5
4210,7
4211,1
4212,7
4213,7
4214,4
4215,0
4216,1
4217,1
4218,7
4219,1
4220,1
4221,1
4222,6
4223,5
4224,6
4225,5
4226,4
4227,4
4228,7
4229,7
4230,5
4231,1
4232,7
4233,4
4234,4
4235,0
4236,1
4237,1
4238,1
4239,1
4240,1
4241,1
4242,7
4243,7
4244,4
4245,4
4246,3
4247,1
4248,4
4249,1
4250,7
4251,4
4252,7
4253,1
4254,1
4255,5
4256,6
4257,0
4258,2
4259,1
4260,1
4261,7
4262,0
4263,4
4264,7
4265,1
4266,0
4267,0
4268,1
4269,1
4270,1
4271,6
4272,1
4273,1
4274,6
4275,7
4276,5
4277,7
4278,1
4279,1
4280,1
4281,1
4282,7
4283,6
4284,4
4285,1
4286,1
4287,1
4288,1
4289,4
4290,4
4291,4
4292,5
4293,6
4294,1
4295,1
4296,4
4297,6
4298,7
4299,7
4300,6
4301,1
4302,7
4303,1
4304,4
4305,1
4306,4
4307,6
4308,1
4309,1
4310,0
4311,1
4312,4
4313,5
4314,4
4315,5
4316,1
4317,4
4318,7
4319,7
4320,1
4321,1
4322,7
4323,4
4324,6
4325,1
4326,4
4327,5
4328,0
4329,5
4330,1
4331,1
4332,1
4333,7
4334,2
4335,0
4336,6
4337,7
4338,0
4339,1
4340,7
4341,1
4342,1
4343,0
4344,1
4345,0
4346,1
4347,4
4348,2
4349,1
4350,6
4351,4
4352,5
4353,7
4354,1
4355,1
4356,4
4357,1
4358,5
4359,1
4360,7
4361,4
4362,0
4363,1
4364,0
4365,5
4366,1
4367,1
4368,7
4369,6
4370,1
4371,0
4372,1
4373,4
4374,7
4375,1
4376,1
4377,6
4378,6
4379,1
4380,1
4381,1
4382,7
4383,7
4384,1
4385,1
4386,4
4387,7
4388,0
4389,1
4390,1
4391,7
4392,1
4393,6
4394,1
4395,7
4396,7
4397,5
4398,1
4399,1
4400,1
4401,0
4402,1
4403,4
4404,6
4405,1
4406,1
4407,1
4408,6
4409,5
4410,1
4411,5
4412,4
4413,1
4414,7
4415,7
4416,1
4417,7
4418,0
4419,0
4420,1
4421,7
4422,1
4423,4
4424,1
4425,1
4426,7
4427,6
4428,1
4429,6
4430,1
4431,4
4432,4
4433,5
4434,5
4435,7
4436,1
4437,4
4438,1
4439,1
4440,1
4441,4
4442,7
4443,1
4444,1
4445,0
4446,1
4447,1
4448,4
4449,1
4450,7
4451,5
4452,7
4453,7
4454,1
4455,4
4456,4
4457,7
4458,7
4459,1
4460,1
4461,1
4462,6
4463,1
4464,6
4465,1
4466,7
4467,7
4468,1
4469,1
4470,1
4471,4
4472,1
4473,6
4474,7
4475,1
4476,1
4477,7
4478,7
4479,1
4480,4
4481,6
4482,1
4483,1
4484,5
4485,1
4486,1
4487,7
4488,1
4489,1
4490,1
4491,4
4492,5
4493,7
4494,1
4495,7
4496,1
4497,7
4498,6
4499,1
4500,7
4501,7
4502,1
4503,1
4504,4
4505,4
4506,1
4507,2
4508,7
4509,1
4510,7
4511,1
4512,1
4513,1
4514,0
4515,1
4516,1
4517,1
4518,1
4519,1
4520,0
4521,1
4522,7
4523,1
4524,1
4525,4
4526,1
4527,4
4528,4
4529,7
4530,7
4531,0
4532,4
4533,1
4534,1
4535,1
4536,1
4537,1
4538,1
4539,7
4540,1
4541,6
4542,1
4543,5
4544,7
4545,7
4546,7
4547,1
4548,5
4549,1
4550,1
4551,1
4552,1
4553,4
4554,1
4555,7
4556,7
4557,4
4558,4
4559,7
4560,7
4561,3
4562,7
4563,3
4564,7
4565,5
4566,7
4567,4
4568,1
4569,0
4570,7
4571,1
4572,2
4573,6
4574,1
4575,6
4576,6
4577,7
4578,1
4579,1
4580,6
4581,7
4582,0
4583,1
4584,0
4585,1
4586,6
4587,6
4588,1
4589,7
4590,5
4591,0
4592,1
4593,7
4594,4
4595,7
4596,6
4597,1
4598,7
4599,7
4600,5
4601,1
4602,6
4603,4
4604,7
4605,1
4606,1
4607,1
4608,6
4609,5
4610,1
4611,5
4612,1
4613,7
4614,1
4615,0
4616,1
4617,7
4618,5
4619,0
4620,7
4621,7
4622,0
4623,6
4624,1
4625,1
4626,1
4627,1
4628,7
4629,5
4630,4
4631,1
4632,1
4633,4
4634,7
4635,4
4636,6
4637,1
4638,6
4639,7
4640,1
4641,7
4642,1
4643,7
4644,4
4645,7
4646,1
4647,6
4648,1
4649,1
4650,7
4651,1
4652,7
4653,1
4654,1
4655,6
4656,6
4657,4
4658,1
4659,6
4660,7
4661,0
4662,7
4663,1
4664,1
4665,1
4666,1
4667,1
4668,6
4669,6
4670,2
4671,1
4672,7
4673,5
4674,7
4675,7
4676,1
4677,1
4678,7
4679,1
4680,1
4681,1
4682,6
4683,6
4684,7
4685,4
4686,5
4687,1
4688,7
4689,4
4690,0
4691,7
4692,6
4693,1
4694,1
4695,1
4696,1
4697,4
4698,4
4699,7
4700,0
4701,7
4702,1
4703,4
4704,7
4705,1
4706,1
4707,1
4708,7
4709,4
4710,7
4711,4
4712,1
4713,1
4714,3
4715,7
4716,7
4717,1
4718,7
4719,1
4720,1
4721,4
4722,1
4723,0
4724,1
4725,5
4726,1
4727,1
4728,7
4729,7
4730,7
4731,1
4732,0
4733,7
4734,4
4735,1
4736,6
4737,1
4738,7
4739,1
4740,5
4741,1
4742,1
4743,5
4744,1
4745,1
4746,5
4747,7
4748,6
4749,1
4750,4
4751,7
4752,1
4753,6
4754,1
4755,1
4756,4
4757,4
4758,1
4759,7
4760,1
4761,7
4762,6
4763,1
4764,4
4765,7
4766,5
4767,1
4768,7
4769,6
4770,4
4771,1
4772,1
4773,4
4774,1
4775,5
4776,1
4777,4
4778,1
4779,0
4780,1
4781,1
4782,0
4783,6
4784,1
4785,0
4786,4
4787,1
4788,2
4789,1
4790,6
4791,1
4792,4
4793,1
4794,7
4795,1
4796,5
4797,1
4798,4
4799,7
4800,5
4801,1
4802,4
4803,5
4804,1
4805,7
4806,4
4807,1
4808,2
4809,7
4810,4
4811,1
4812,7
4813,1
4814,7
4815,1
4816,7
4817,1
4818,1
4819,7
4820,7
4821,1
4822,7
4823,1
4824,1
4825,7
4826,4
4827,4
4828,1
4829,1
4830,1
4831,1
4832,1
4833,7
4834,1
4835,1
4836,4
4837,4
4838,1
4839,1
4840,1
4841,5
4842,4
4843,0
4844,0
4845,1
4846,1
4847,4
4848,1
4849,4
4850,4
4851,7
4852,0
4853,7
4854,6
4855,1
4856,1
4857,7
4858,1
4859,1
4860,1
4861,1
4862,7
4863,6
4864,1
4865,4
4866,7
4867,4
4868,1
4869,4
4870,5
4871,1
4872,1
4873,1
4874,7
4875,1
4876,5
4877,0
4878,1
4879,7
4880,1
4881,4
4882,1
4883,1
4884,1
4885,5
4886,4
4887,0
4888,7
4889,2
4890,1
4891,1
4892,1
4893,0
4894,1
4895,1
4896,7
4897,7
4898,1
4899,1
4900,4
4901,7
4902,1
4903,7
4904,1
4905,7
4906,1
4907,1
4908,1
4909,1
4910,7
4911,7
4912,5
4913,1
4914,7
4915,7
4916,1
4917,5
4918,1
4919,1
4920,1
4921,1
4922,1
4923,0
4924,0
4925,7
4926,7
4927,6
4928,1
4929,6
4930,7
4931,1
4932,7
4933,1
4934,7
4935,1
4936,7
4937,7
4938,5
4939,5
4940,0
4941,1
4942,7
4943,1
4944,1
4945,1
4946,1
4947,4
4948,6
4949,6
4950,1
4951,4
4952,0
4953,1
4954,1
4955,7
4956,1
4957,4
4958,1
4959,6
4960,1
4961,6
4962,1
4963,4
4964,4
4965,5
4966,1
4967,1
4968,4
4969,1
4970,4
4971,1
4972,7
4973,1
4974,5
4975,1
4976,6
4977,4
4978,7
4979,6
4980,1
4981,4
4982,5
4983,7
4984,1
4985,1
4986,7
4987,1
4988,1
4989,4
4990,1
4991,1
4992,1
4993,4
4994,1
4995,4
4996,1
4997,1
4998,1
4999,1
5000,1
5001,7
5002,7
5003,7
5004,1
5005,4
5006,1
5007,6
5008,5
5009,4
5010,4
5011,7
5012,4
5013,1
5014,0
5015,1
5016,4
5017,1
5018,4
5019,4
5020,7
5021,2
5022,6
5023,7
5024,7
5025,7
5026,1
5027,4
5028,6
5029,1
5030,0
5031,4
5032,1
5033,1
5034,1
5035,5
5036,6
5037,0
5038,1
5039,7
5040,1
5041,4
5042,0
5043,1
5044,6
5045,2
5046,7
5047,4
5048,6
5049,1
5050,0
5051,5
5052,7
5053,1
5054,7
5055,1
5056,4
5057,7
5058,0
5059,5
5060,7
5061,6
5062,1
5063,1
5064,5
5065,1
5066,1
5067,7
5068,1
5069,1
5070,1
5071,4
5072,5
5073,1
5074,1
5075,1
5076,1
5077,7
5078,5
5079,3
5080,5
5081,1
5082,1
5083,5
5084,1
5085,1
5086,1
5087,1
5088,5
5089,6
5090,1
5091,1
5092,1
5093,7
5094,4
5095,1
5096,4
5097,1
5098,1
5099,1
5100,0
5101,1
5102,4
5103,0
5104,4
5105,7
5106,1
5107,4
5108,6
5109,5
5110,5
5111,1
5112,1
5113,1
5114,4
5115,1
5116,1
5117,0
5118,1
5119,4
5120,1
5121,5
5122,7
5123,1
5124,1
5125,7
5126,1
5127,1
5128,7
5129,1
5130,4
5131,6
5132,0
5133,1
5134,0
5135,7
5136,6
5137,1
5138,7
5139,1
5140,4
5141,1
5142,4
5143,1
5144,1
5145,4
5146,7
5147,4
5148,0
5149,7
5150,1
5151,1
5152,1
5153,5
5154,0
5155,1
5156,5
5157,1
5158,1
5159,1
5160,4
5161,1
5162,4
5163,1
5164,1
5165,7
5166,7
5167,5
5168,1
5169,1
5170,7
5171,0
5172,4
5173,2
5174,6
5175,1
5176,1
5177,4
5178,1
5179,1
5180,5
5181,0
5182,0
5183,1
5184,6
5185,1
5186,4
5187,5
5188,1
5189,1
5190,4
5191,1
5192,7
5193,1
5194,1
5195,4
5196,1
5197,7
5198,2
5199,1
5200,4
5201,4
5202,6
5203,1
5204,7
5205,1
5206,1
5207,5
5208,1
5209,7
5210,5
5211,4
5212,1
5213,0
5214,1
5215,1
5216,7
5217,5
5218,1
5219,1
5220,6
5221,1
5222,1
5223,7
5224,6
5225,7
5226,7
5227,5
5228,6
5229,1
5230,1
5231,7
5232,7
5233,4
5234,0
5235,1
5236,1
5237,6
5238,1
5239,7
5240,4
5241,7
5242,7
5243,6
5244,5
5245,7
5246,4
5247,4
5248,4
5249,4
5250,7
5251,6
5252,5
5253,1
5254,5
5255,1
5256,4
5257,4
5258,7
5259,4
5260,4
5261,4
5262,7
5263,5
5264,4
5265,1
5266,1
5267,1
5268,1
5269,1
5270,0
5271,1
5272,1
5273,1
5274,5
5275,1
5276,1
5277,6
5278,1
5279,1
5280,9
5281,1
5282,6
5283,6
5284,1
5285,7
5286,7
5287,4
5288,7
5289,5
5290,1
5291,6
5292,1
5293,7
5294,0
5295,1
5296,7
5297,0
5298,7
5299,4
5300,6
5301,7
5302,1
5303,1
5304,5
5305,1
5306,1
5307,0
5308,4
5309,5
5310,7
5311,1
5312,1
5313,4
5314,1
5315,4
5316,1
5317,1
5318,1
5319,7
5320,5
5321,7
5322,5
5323,4
5324,1
5325,1
5326,1
5327,1
5328,1
5329,0
5330,5
5331,5
5332,7
5333,5
5334,0
5335,1
5336,1
5337,6
5338,7
5339,1
5340,7
5341,7
5342,1
5343,7
5344,1
5345,0
5346,0
5347,7
5348,6
5349,4
5350,1
5351,1
5352,7
5353,1
5354,1
5355,4
5356,1
5357,5
5358,0
5359,6
5360,6
5361,6
5362,1
5363,7
5364,7
5365,6
5366,0
5367,1
5368,0
5369,1
5370,6
5371,4
5372,7
5373,7
5374,2
5375,5
5376,5
5377,4
5378,1
5379,1
5380,0
5381,6
5382,1
5383,0
5384,1
5385,0
5386,7
5387,7
5388,1
5389,2
5390,7
5391,6
5392,1
5393,1
5394,4
5395,7
5396,4
5397,6
5398,6
5399,6
5400,6
5401,1
5402,1
5403,4
5404,1
5405,1
5406,6
5407,1
5408,4
5409,1
5410,7
5411,1
5412,7
5413,1
5414,1
5415,7
5416,5
5417,1
5418,5
5419,1
5420,1
5421,5
5422,1
5423,1
5424,5
5425,1
5426,7
5427,6
5428,6
5429,1
5430,1
5431,1
5432,6
5433,1
5434,7
5435,1
5436,4
5437,1
5438,6
5439,4
5440,7
5441,1
5442,7
5443,7
5444,4
5445,1
5446,1
5447,6
5448,5
5449,1
5450,1
5451,5
5452,6
5453,4
5454,7
5455,7
5456,1
5457,0
5458,1
5459,5
5460,6
5461,7
5462,0
5463,1
5464,1
5465,7
5466,1
5467,6
5468,1
5469,1
5470,1
5471,1
5472,1
5473,4
5474,7
5475,5
5476,1
5477,5
5478,4
5479,1
5480,7
5481,1
5482,7
5483,1
5484,6
5485,1
5486,1
5487,1
5488,1
5489,1
5490,1
5491,1
5492,1
5493,1
5494,1
5495,7
5496,7
5497,4
5498,9
5499,4
5500,5
5501,1
5502,1
5503,1
5504,2
5505,1
5506,7
5507,1
5508,4
5509,1
5510,7
5511,7
5512,1
5513,1
5514,1
5515,1
5516,1
5517,1
5518,1
5519,1
5520,7
5521,6
5522,6
5523,4
5524,1
5525,7
5526,1
5527,5
5528,7
5529,1
5530,1
5531,1
5532,7
5533,5
5534,1
5535,1
5536,1
5537,6
5538,7
5539,1
5540,1
5541,2
5542,7
5543,1
5544,1
5545,1
5546,7
5547,4
5548,5
5549,5
5550,2
5551,1
5552,1
5553,7
5554,1
5555,1
5556,6
5557,4
5558,1
5559,0
5560,1
5561,1
5562,7
5563,6
5564,7
5565,4
5566,1
5567,9
5568,1
5569,1
5570,7
5571,1
5572,6
5573,7
5574,6
5575,7
5576,7
5577,4
5578,1
5579,1
5580,4
5581,6
5582,1
5583,5
5584,5
5585,1
5586,4
5587,1
5588,5
5589,1
5590,6
5591,0
5592,1
5593,4
5594,5
5595,1
5596,1
5597,4
5598,6
5599,1
5600,7
5601,7
5602,1
5603,1
5604,2
5605,7
5606,1
5607,1
5608,5
5609,1
5610,1
5611,1
5612,1
5613,1
5614,7
5615,2
5616,7
5617,6
5618,2
5619,7
5620,7
5621,1
5622,4
5623,1
5624,5
5625,7
5626,7
5627,4
5628,4
5629,1
5630,0
5631,0
5632,7
5633,1
5634,1
5635,1
5636,1
5637,1
5638,5
5639,4
5640,1
5641,4
5642,1
5643,1
5644,4
5645,7
5646,5
5647,6
5648,0
5649,1
5650,1
5651,4
5652,7
5653,7
5654,4
5655,1
5656,1
5657,1
5658,6
5659,1
5660,1
5661,1
5662,6
5663,5
5664,7
5665,1
5666,6
5667,0
5668,0
5669,1
5670,1
5671,1
5672,5
5673,4
5674,4
5675,1
5676,7
5677,4
5678,1
5679,5
5680,6
5681,5
5682,1
5683,1
5684,7
5685,1
5686,0
5687,1
5688,4
5689,4
5690,1
5691,5
5692,1
5693,7
5694,4
5695,1
5696,7
5697,1
5698,2
5699,1
5700,0
5701,6
5702,1
5703,7
5704,5
5705,6
5706,5
5707,2
5708,1
5709,1
5710,1
5711,1
5712,0
5713,7
5714,7
5715,1
5716,7
5717,1
5718,4
5719,1
5720,0
5721,5
5722,7
5723,1
5724,1
5725,4
5726,1
5727,1
5728,1
5729,1
5730,7
5731,1
5732,1
5733,6
5734,6
5735,1
5736,7
5737,6
5738,7
5739,4
5740,7
5741,7
5742,1
5743,1
5744,1
5745,1
5746,1
5747,1
5748,4
5749,1
5750,4
5751,7
5752,1
5753,4
5754,1
5755,0
5756,5
5757,1
5758,4
5759,6
5760,4
5761,1
5762,1
5763,1
5764,6
5765,0
5766,0
5767,1
5768,7
5769,4
5770,6
5771,7
5772,7
5773,7
5774,4
5775,5
5776,1
5777,1
5778,1
5779,7
5780,0
5781,0
5782,1
5783,4
5784,1
5785,7
5786,7
5787,1
5788,5
5789,9
5790,1
5791,1
5792,1
5793,5
5794,1
